2020-03-19 20:38:56.166878,25.561,25.614,0.128
2020-03-19 20:39:53.414432,25.550,25.600,0.103
2020-03-19 20:40:50.658427,25.540,25.594,0.144
2020-03-19 20:41:47.902458,25.545,25.577,0.177
2020-03-19 20:42:45.142519,25.551,25.577,0.202
2020-03-19 20:43:42.386574,25.539,25.607,0.128
2020-03-19 20:44:39.630436,25.540,25.555,0.007
2020-03-19 20:45:36.874434,25.543,25.609,0.110
2020-03-19 20:46:34.114405,25.528,25.593,0.148
2020-03-19 20:47:31.358400,25.534,25.559,0.202
2020-03-19 20:48:28.602419,25.523,25.571,0.075
2020-03-19 20:49:25.846414,25.543,25.571,0.190
2020-03-19 20:50:23.078383,25.537,25.576,0.191
2020-03-19 20:51:20.326403,25.525,25.546,0.103
2020-03-19 20:52:17.570408,25.553,25.594,0.126
2020-03-19 20:53:14.814406,25.545,25.601,0.163
2020-03-19 20:54:12.046392,25.539,25.575,0.125
2020-03-19 20:55:09.290426,25.534,25.575,0.144
2020-03-19 20:56:06.534446,25.545,25.567,0.020
2020-03-19 20:57:03.778477,25.540,25.589,0.176
2020-03-19 20:58:01.022472,25.526,25.541,0.202
2020-03-19 20:58:58.266403,25.535,25.601,0.192
2020-03-19 20:59:55.510452,25.556,25.614,0.075
2020-03-19 21:00:52.754437,34.022,76.337,15.676
2020-03-19 21:01:50.098441,25.522,25.561,0.177
2020-03-19 21:02:47.346446,25.539,25.609,0.163
2020-03-19 21:03:44.590416,25.526,25.564,0.190
2020-03-19 21:04:41.834478,25.529,25.571,0.103
2020-03-19 21:05:39.066445,25.543,25.583,0.191
2020-03-19 21:06:36.310440,25.562,25.592,0.029
2020-03-19 21:07:33.554477,25.534,25.576,0.176
2020-03-19 21:08:30.798465,25.529,25.614,0.080
2020-03-19 21:09:28.034466,25.547,25.612,0.106
2020-03-19 21:10:25.278440,25.540,25.586,0.176
2020-03-19 21:11:22.522470,25.537,25.564,0.175
2020-03-19 21:12:19.766431,25.537,25.610,0.178
2020-03-19 21:13:17.010473,25.527,25.563,0.145
2020-03-19 21:14:14.254467,25.556,25.588,0.176
2020-03-19 21:15:11.498497,25.533,25.574,0.190
2020-03-19 21:16:08.742457,25.553,25.580,0.125
2020-03-19 21:17:05.972086,25.531,25.568,0.125
2020-03-19 21:18:03.214514,25.543,25.598,0.161
2020-03-19 21:19:00.458551,25.552,25.583,0.074
2020-03-19 21:19:57.702462,25.547,25.608,0.026
2020-03-19 21:20:54.946497,25.532,25.562,0.073
2020-03-19 21:21:52.190564,25.546,25.577,0.075
2020-03-19 21:22:49.434470,25.561,25.591,0.204
2020-03-19 21:23:46.682490,25.550,25.590,0.075
2020-03-19 21:24:43.926476,25.522,25.557,0.216
2020-03-19 21:25:41.162449,25.561,25.605,0.078
2020-03-19 21:26:38.406471,25.538,25.595,0.126
2020-03-19 21:27:35.650457,25.542,25.575,0.125
2020-03-19 21:28:32.894401,25.552,25.599,0.022
2020-03-19 21:29:30.138421,25.575,25.608,0.104
2020-03-19 21:30:27.394493,25.546,25.598,0.105
2020-03-19 21:31:24.638514,25.536,25.575,0.203
2020-03-19 21:32:21.882593,25.538,25.576,0.144
2020-03-19 21:33:19.126465,25.561,25.609,0.105
2020-03-19 21:34:16.370531,25.520,25.556,0.191
2020-03-19 21:35:13.614442,25.557,25.613,0.147
2020-03-19 21:36:10.858473,25.537,25.586,0.023
2020-03-19 21:37:08.098425,25.541,25.577,0.161
2020-03-19 21:38:05.342434,25.514,25.580,0.106
2020-03-19 21:39:02.586439,25.563,25.591,0.161
2020-03-19 21:39:59.830473,25.551,25.589,0.216
2020-03-19 21:40:57.062427,25.559,25.577,0.203
2020-03-19 21:41:54.314441,25.531,25.566,0.203
2020-03-19 21:42:51.558450,25.563,25.591,0.176
2020-03-19 21:43:48.802402,28.197,35.634,3.764
2020-03-19 21:44:46.034435,25.553,25.612,0.205
2020-03-19 21:45:43.278451,25.531,25.559,0.143
2020-03-19 21:46:40.522513,25.552,25.603,0.176
2020-03-19 21:47:37.766413,25.530,25.560,0.073
2020-03-19 21:48:35.010495,25.572,25.622,0.192
2020-03-19 21:49:32.254471,25.546,25.576,0.146
2020-03-19 21:50:29.498584,25.546,25.598,0.203
2020-03-19 21:51:26.742439,25.533,25.559,0.176
2020-03-19 21:52:23.986517,25.541,25.588,0.163
2020-03-19 21:53:21.230560,25.547,25.577,0.073
2020-03-19 21:54:18.474438,25.560,25.610,0.076
2020-03-19 21:55:15.734495,25.552,25.588,0.104
2020-03-19 21:56:12.978540,25.563,25.589,0.215
2020-03-19 21:57:10.222623,25.541,25.574,0.102
2020-03-19 21:58:07.466465,25.541,25.575,0.077
2020-03-19 21:59:04.710486,25.552,25.599,0.027
2020-03-19 22:00:01.958412,25.566,25.634,0.147
2020-03-19 22:00:59.202472,25.533,25.547,0.072
2020-03-19 22:01:56.446526,25.538,25.560,0.126
2020-03-19 22:02:53.690454,25.525,25.588,0.032
2020-03-19 22:03:50.934462,25.531,25.575,0.161
2020-03-19 22:04:48.178526,25.548,25.585,0.076
2020-03-19 22:05:45.422561,25.542,25.608,0.163
2020-03-19 22:06:42.666428,25.516,25.573,0.216
2020-03-19 22:07:39.910526,25.531,25.586,0.078
2020-03-19 22:08:37.150461,25.541,25.590,0.204
2020-03-19 22:09:34.394448,25.561,25.595,0.126
2020-03-19 22:10:31.638503,25.512,25.567,0.075
2020-03-19 22:11:28.882522,25.544,25.575,0.075
2020-03-19 22:12:26.122439,25.531,25.564,0.203
2020-03-19 22:13:23.366489,25.553,25.588,0.204
2020-03-19 22:14:20.610499,25.532,25.576,0.126
2020-03-19 22:15:17.854605,25.554,25.607,0.145
2020-03-19 22:16:15.094462,25.539,25.577,0.161
2020-03-19 22:17:12.338471,25.545,25.584,0.076
2020-03-19 22:18:09.582574,25.545,25.578,0.216
2020-03-19 22:19:06.826468,25.564,25.611,0.145
2020-03-19 22:20:04.062527,25.535,25.570,0.125
2020-03-19 22:21:01.306413,25.554,25.584,0.203
2020-03-19 22:21:58.550422,25.541,25.574,0.102
2020-03-19 22:22:55.794486,25.561,25.606,0.191
2020-03-19 22:23:53.030414,25.527,25.560,0.160
2020-03-19 22:24:50.274379,25.562,25.617,0.190
2020-03-19 22:25:47.518487,25.549,25.583,0.073
2020-03-19 22:26:44.762398,25.569,25.615,0.191
2020-03-19 22:27:42.006432,25.550,25.606,0.029
2020-03-19 22:28:39.250450,25.577,25.608,0.103
2020-03-19 22:29:36.494461,25.552,25.591,0.215
2020-03-19 22:30:33.742469,25.541,25.578,0.177
2020-03-19 22:31:30.986480,25.552,25.594,0.126
2020-03-19 22:32:28.230531,25.549,25.598,0.205
2020-03-19 22:33:25.474579,25.533,25.546,0.202
2020-03-19 22:34:22.718439,25.558,25.604,0.147
2020-03-19 22:35:19.962433,25.536,25.572,0.105
2020-03-19 22:36:17.206562,25.545,25.586,0.075
2020-03-19 22:37:14.450438,25.532,25.557,0.175
2020-03-19 22:38:11.702510,25.554,25.616,0.026
2020-03-19 22:39:08.946423,25.534,25.581,0.191
2020-03-19 22:40:06.190448,25.542,25.574,0.021
2020-03-19 22:41:03.434439,25.559,25.605,0.129
2020-03-19 22:42:00.678435,25.567,25.623,0.129
2020-03-19 22:42:57.922400,25.538,25.566,0.189
2020-03-19 22:43:55.154438,25.536,25.610,0.217
2020-03-19 22:44:52.398465,25.569,25.640,0.078
2020-03-19 22:45:49.642459,25.560,25.598,0.161
2020-03-19 22:46:46.886435,25.539,25.577,0.125
2020-03-19 22:47:44.130446,25.572,25.613,0.127
2020-03-19 22:48:41.374484,25.541,25.559,0.143
2020-03-19 22:49:38.618458,25.541,25.598,0.217
2020-03-19 22:50:35.862481,25.558,25.592,0.203
2020-03-19 22:51:33.110398,25.560,25.614,0.106
2020-03-19 22:52:30.352155,25.539,25.569,0.161
2020-03-19 22:53:27.594492,25.524,25.555,0.176
2020-03-19 22:54:24.838420,25.541,25.586,0.078
2020-03-19 22:55:22.070449,25.575,25.629,0.029
2020-03-19 22:56:19.314432,25.535,25.568,0.161
2020-03-19 22:57:16.558397,25.556,25.595,0.125
2020-03-19 22:58:13.802440,25.528,25.563,0.190
2020-03-19 22:59:11.038459,25.569,25.620,0.177
2020-03-19 23:00:08.282441,25.524,25.537,0.175
2020-03-19 23:01:05.526462,25.552,25.591,0.125
2020-03-19 23:02:02.770429,25.561,25.601,0.032
2020-03-19 23:03:00.018450,25.547,25.582,0.189
2020-03-19 23:03:57.232894,25.549,25.604,0.076
2020-03-19 23:04:54.474461,25.569,25.601,0.204
2020-03-19 23:05:51.718488,25.537,25.582,0.145
2020-03-19 23:06:48.962447,25.529,25.582,0.177
2020-03-19 23:07:46.206478,25.570,25.624,0.104
2020-03-19 23:08:43.450478,25.546,25.597,0.216
